,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
453,"Costarricense, Latina, Española, Sudamericana, Centroamericana",positive,"He probado muchos desayunos típicos en San José y en fuera de la ciudad. Tiquicia Divina es quizá hasta ahora la mejor versión citadina de ese desayuno típico que tanto gusta.La atención ha sido una de sus fortalezas y el café, sumamente bueno. Muy recomendado si el deseo es saborear ese desayuno de gallo pinto, huevo, plátano y tortilla palmeada que nos antojamos.","He probado muchos desayunos típicos en San José y en fuera de la ciudad. Tiquicia Divina es quizá hasta ahora la mejor versión citadina de ese desayuno típico que tanto gusta.La atención ha sido una de sus fortalezas y el café, sumamente bueno. Muy recomendado si el deseo es saborear ese desayuno de gallo pinto, huevo, plátano y tortilla palmeada que nos antojamos."
454,"Mexicana, Pizzería, Mariscos, Costarricense, Saludable",positive,"después de un largo día de viaje, el ambiente acogedor, el excelente servicio y la comida excepcional fueron muy bien recibidos. El grupo con el que estuve decidió regresar en nuestra última noche ya que todos tuvimos una gran experiencia en la primera noche. Felicitaciones a los propietarios y al personal que trabajan y se esfuerzan por hacer que cada experiencia sea memorable. Una recomendación para todos.","después de un largo día de viaje, el ambiente acogedor, el excelente servicio y la comida excepcional fueron muy bien recibidos. El grupo con el que estuve decidió regresar en nuestra última noche ya que todos tuvimos una gran experiencia en la primera noche. Felicitaciones a los propietarios y al personal que trabajan y se esfuerzan por hacer que cada experiencia sea memorable. Una recomendación para todos."
455,"Bar, Mariscos, Parrillada, Costarricense",positive,"Vine aquí sólo para las bebidas, pero cuando vimos cómo buena la comida parecía en platos de otras personas decidimos probar una variedad de aperitivos. La ubicación es buena, en una esquina en la avenida principal, un lugar agradable abierto. Había un buen grupo, para diversión, así que el ambiente era bueno. Nuestro camarero compartido la bromas con nosotros y entregado las bebidas rápidamente! La comida estaba bien, nada especial, pero sin duda nada malo, regular. Este lugar merece una parada, pero tal vez no es un destino.","Vine aquí sólo para las bebidas, pero cuando vimos cómo buena la comida parecía en platos de otras personas decidimos probar una variedad de aperitivos. La ubicación es buena, en una esquina en la avenida principal, un lugar agradable abierto. Había un buen grupo, para diversión, así que el ambiente era bueno. Nuestro camarero compartido la bromas con nosotros y entregado las bebidas rápidamente! La comida estaba bien, nada especial, pero sin duda nada malo, regular. Este lugar merece una parada, pero tal vez no es un destino."
456,"Japonesa, Sushi, Asiática, Bar, Pub, Saludable",positive,"Sushi es estupendo, muy buen aire acondicionado, servicio rápido y amable personal. El sushi era deliciosa y las bebidas eran geniales!","Sushi es estupendo, muy buen aire acondicionado, servicio rápido y amable personal. El sushi era deliciosa y las bebidas eran geniales!"
457,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,"Juan, de Jaco Inn, recomendó la Habitación Verde. Él era correcto. Fue un lugar estupendo, con un gran servicio y comida increíble. Quería volver, pero nunca lo hizo. La próxima vez!","Juan, de Jaco Inn, recomendó la Habitación Verde. Él era correcto. Fue un lugar estupendo, con un gran servicio y comida increíble. Quería volver, pero nunca lo hizo. La próxima vez!"
458,Japonesa,positive,"Fui con unos amigos a celebrar un cumpleaños y solo puedo decir excelente lugar. Magnifica atención al cliente, comida deliciosa y un lindo ambiente. ","Fui con unos amigos a celebrar un cumpleaños y solo puedo decir excelente lugar. Magnifica atención al cliente, comida deliciosa y un lindo ambiente. "
459,"Caribeña, Mariscos, Centroamericana, Jamaiquina, Costarricense",positive,"Si quiere comer comida caribeña solo tienes que visitar Maxi 's ; súper recomendado , delicioso y los que atienden sin un amor","Si quiere comer comida caribeña solo tienes que visitar Maxi 's ; súper recomendado , delicioso y los que atienden sin un amor"
460,"Latina, Centroamericana, Costarricense",positive,"Buen precio, buena selección de opciones de estilo buffet. Excelente ubicación en la calle lateral a sólo 100 metros de la playa","Buen precio, buena selección de opciones de estilo buffet. Excelente ubicación en la calle lateral a sólo 100 metros de la playa"
461,De la India,positive,Este es el increíble lugar para quien quiere probar comida india. Gran gusto y un gran ambiente y muy amable propietario Kamal. Grandes saludos a mantequilla Delicioso pollo y picante. nan Debe probar lugar para cualquier entusiasta.Todo lo mejor.,Este es el increíble lugar para quien quiere probar comida india. Gran gusto y un gran ambiente y muy amable propietario Kamal. Grandes saludos a mantequilla Delicioso pollo y picante. nan Debe probar lugar para cualquier entusiasta.Todo lo mejor.
462,"Latina, Española, Sudamericana, Costarricense",positive,"El lugar está ubicado detrás del teatro de la Antigua Aduana, ofrece opciones económicas de comida y cerveza artesanal. El segundo piso es más agradable, y tiene mejor vista.","El lugar está ubicado detrás del teatro de la Antigua Aduana, ofrece opciones económicas de comida y cerveza artesanal. El segundo piso es más agradable, y tiene mejor vista."
463,"Costarricense, Sudamericana",positive,"Un pequeño y pequeño restaurante que sirve deliciosa comida casera de Costa Rica. Comimos allí 3 días seguidos. Asequible, amigable y delicioso!","Un pequeño y pequeño restaurante que sirve deliciosa comida casera de Costa Rica. Comimos allí 3 días seguidos. Asequible, amigable y delicioso!"
464,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",positive,"Un lugar muy cómodo al tratarse de un restaurante ubicado en una casa antigua en Barrio Amón. Buena decoración. La alimentación es agradable en cuanto a multiplicidad de sabores y colores aunque las porciones son relativamente pequeñas. Los precios son acorde a la calidad del servicio y alimentación. Tiene el servicio de valet parking con un costo de 3 mil colones. El menú ejecutivo tiene un precio de 9 mil colones, que incluye entrada, bebida, plato fuerte y postre. En una zona rodeada de hoteles y restaurantes.","Un lugar muy cómodo al tratarse de un restaurante ubicado en una casa antigua en Barrio Amón. Buena decoración. La alimentación es agradable en cuanto a multiplicidad de sabores y colores aunque las porciones son relativamente pequeñas. Los precios son acorde a la calidad del servicio y alimentación. Tiene el servicio de valet parking con un costo de 3 mil colones. El menú ejecutivo tiene un precio de 9 mil colones, que incluye entrada, bebida, plato fuerte y postre. En una zona rodeada de hoteles y restaurantes."
465,"Latina, Centroamericana, Costarricense",positive,"Esta es una ""cena familiar local"" que satisfacer Ticos. La comida es excelente, y barato. El plato del día, otros $5-6 , una porción del genio de carne o pescado, arroz, frijoles, vegetales y ensaladas (haga la selección) e incluye una bebida. La sopa de mariscos, servidos los sábados, contiene cerca de un cuarto de libra de camarones, calamares, pulpos y otros peces. Este lugar es una visita obligada en cualquier viaje a Jaco.","Esta es una ""cena familiar local"" que satisfacer Ticos. La comida es excelente, y barato. El plato del día, otros $5-6 , una porción del genio de carne o pescado, arroz, frijoles, vegetales y ensaladas (haga la selección) e incluye una bebida. La sopa de mariscos, servidos los sábados, contiene cerca de un cuarto de libra de camarones, calamares, pulpos y otros peces. Este lugar es una visita obligada en cualquier viaje a Jaco."
466,"Mexicana, Latina, Española",positive,"Fui con mi esposa para probar el lugar y la comida de ella estaba pasable, al pedir los tacos de pescado no estaban bien cocinados .Les falta un poco mas de sabor en la comida lo digo de forma constructiva .","Fui con mi esposa para probar el lugar y la comida de ella estaba pasable, al pedir los tacos de pescado no estaban bien cocinados .Les falta un poco mas de sabor en la comida lo digo de forma constructiva ."
467,"Latina, Española, Centroamericana",positive,"El lugar es bastante bonito, tiene dos ambientes, bar y restaurante. El restaurante tiene un aire de elegancia moderado bastante agradable. El personal muy amable, desde el señor del parqueo, hasta el mesero y el chef. La comida es buena y los precios accesibles. La vista es sencillamente impresionante.","El lugar es bastante bonito, tiene dos ambientes, bar y restaurante. El restaurante tiene un aire de elegancia moderado bastante agradable. El personal muy amable, desde el señor del parqueo, hasta el mesero y el chef. La comida es buena y los precios accesibles. La vista es sencillamente impresionante."
468,"Mediterránea, Peruana, Fusión",positive,"Fuimos por la recomendación de una amiga italiana, porque estábamos antojados de comer Risotto al Funghi, desde que llegamos nos recibieron con total atención, nuestro mesero Oscar se tomó el tiempo de hacer las recomendaciones respectivas, su servicio fue excepcional, ordenamos el Ossobuco con Risotto al Ají y el Risotto Verona sin camarones (porque viene con camarones), esperamos lo normal 15-20 minutos, llegaron nuestros platos y la comida sobrepasó nuestras expectativas, realmente delicioso, al final de la comida nos llevó la cuenta el dueño, amablemente nos preguntó sobre nuestra experiencia.Quedamos realmente satisfechos, las porciones bastante generosas y la comida de lo mejor, la calidad se paga y en este caso valió la pena cada centavo.","Fuimos por la recomendación de una amiga italiana, porque estábamos antojados de comer Risotto al Funghi, desde que llegamos nos recibieron con total atención, nuestro mesero Oscar se tomó el tiempo de hacer las recomendaciones respectivas, su servicio fue excepcional, ordenamos el Ossobuco con Risotto al Ají y el Risotto Verona sin camarones (porque viene con camarones), esperamos lo normal 15-20 minutos, llegaron nuestros platos y la comida sobrepasó nuestras expectativas, realmente delicioso, al final de la comida nos llevó la cuenta el dueño, amablemente nos preguntó sobre nuestra experiencia.Quedamos realmente satisfechos, las porciones bastante generosas y la comida de lo mejor, la calidad se paga y en este caso valió la pena cada centavo."
469,Internacional,positive,"Zona muy mediocre para comenzar, pero una vez allí, la comida era bastante buena, y si quieres, puedes ir en el menú. El personal puede haber tenido una mala noche, ya que el servicio era bastante pobre. Nuestro amigo dejó un vaso de vino, y ella era usar sandalias y el personal ni siquiera limpiar el cristal hasta que nos fuimos. Apenas dar este lugar 3 estrellas.No volver","Zona muy mediocre para comenzar, pero una vez allí, la comida era bastante buena, y si quieres, puedes ir en el menú. El personal puede haber tenido una mala noche, ya que el servicio era bastante pobre. Nuestro amigo dejó un vaso de vino, y ella era usar sandalias y el personal ni siquiera limpiar el cristal hasta que nos fuimos. Apenas dar este lugar 3 estrellas.No volver"
