,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
447,"Costarricense, Latina, Internacional, Española, Sudamericana, Centroamericana",negative,"Nos detuvimos aquí para un almuerzo ""rápido"" mientras conducíamos a nuestro próximo destino.La mesa junto a nosotros, que llegó después de que habíamos hecho los pedidos, obtuvo sus comidas primero. Esperamos al menos 45 minutos para nuestra comida. Cuando finalmente llegó, era sosa e insípida.Evita este restaurante a menos que estés preparado para esperar tu pedido y te guste la comida insípida.","Nos detuvimos aquí para un almuerzo ""rápido"" mientras conducíamos a nuestro próximo destino.La mesa junto a nosotros, que llegó después de que habíamos hecho los pedidos, obtuvo sus comidas primero. Esperamos al menos 45 minutos para nuestra comida. Cuando finalmente llegó, era sosa e insípida.Evita este restaurante a menos que estés preparado para esperar tu pedido y te guste la comida insípida."
448,"Latina, Mariscos, Costarricense",negative,"estuvimos el día de ayer para almorzar.....llegamos a eso de la 1:30pm y no estaba lleno....diría a un 50%...nos atendió un joven que creo que había tenido un problema, ya que estaba como molesto...nos trajo el menú y mucho tiempo después no fue a tomar la orden...pedimos una comida especifica para mi hija y nos la trajo equivocada...pedimos nuestra comida (mi esposa y yo) y caso 1 hora después la llevo.....pero era una comida sin sabor.....me extraño montones, ya que mi esposa ya había visitado el lugar y me había hablado bien de la comida.....yo me gano la vida tratando a clientes y se lo importante que es el trato al cliente....y sin hacer problema alguno decidimos no volver nunca mas a ese lugar.....mi comida estaba llena de pedazos de cangrejo (la concha), por lo que decidí dejar seguir comiendo...nos levantamos y cruzamos la calle para comernos una comida callejera de los que vendían en frente del lugar....me apena lucho, ya que se ve que llega mucha gente, y notamos problemas con gente alrededor nuestro.","estuvimos el día de ayer para almorzar.....llegamos a eso de la 1:30pm y no estaba lleno....diría a un 50%...nos atendió un joven que creo que había tenido un problema, ya que estaba como molesto...nos trajo el menú y mucho tiempo después no fue a tomar la orden...pedimos una comida especifica para mi hija y nos la trajo equivocada...pedimos nuestra comida (mi esposa y yo) y caso 1 hora después la llevo.....pero era una comida sin sabor.....me extraño montones, ya que mi esposa ya había visitado el lugar y me había hablado bien de la comida.....yo me gano la vida tratando a clientes y se lo importante que es el trato al cliente....y sin hacer problema alguno decidimos no volver nunca mas a ese lugar.....mi comida estaba llena de pedazos de cangrejo (la concha), por lo que decidí dejar seguir comiendo...nos levantamos y cruzamos la calle para comernos una comida callejera de los que vendían en frente del lugar....me apena lucho, ya que se ve que llega mucha gente, y notamos problemas con gente alrededor nuestro."
449,"Costarricense, Caribeña, Internacional",negative,"Decepción total!Fui con mi familia que venía de Lima, Perú y quería pasar una tarde agradable con buena comida y estuvo fatal:1. El salonero no conocía los platos y no pudo darnos más referencias que el menú. Lo leía, literal.2. El tartar sin sabor ni gusto. 3. Los tres panecillos del menú tienen demasiada harina, nada de comida fina.4. El capuchino terrible... en Costa Rica puede haber mal café? Pue sí, qué pena!5. Cambiaron el menú y ya no es cafetería solo restaurante, así que olvídense para tomar un café con buenos acompañamientos como lo harían anteriormente.6. Para colmo el baño de damas no tenía papel higiénico.O sea... una tarde fatal y una gran decepción. Antes era delicioso pero ahora decayó bastante... es un lástima pues la Chef Sofía con mucha ilusión y esfuerzo abrió esta iniciativa.","Decepción total!Fui con mi familia que venía de Lima, Perú y quería pasar una tarde agradable con buena comida y estuvo fatal:1. El salonero no conocía los platos y no pudo darnos más referencias que el menú. Lo leía, literal.2. El tartar sin sabor ni gusto. 3. Los tres panecillos del menú tienen demasiada harina, nada de comida fina.4. El capuchino terrible... en Costa Rica puede haber mal café? Pue sí, qué pena!5. Cambiaron el menú y ya no es cafetería solo restaurante, así que olvídense para tomar un café con buenos acompañamientos como lo harían anteriormente.6. Para colmo el baño de damas no tenía papel higiénico.O sea... una tarde fatal y una gran decepción. Antes era delicioso pero ahora decayó bastante... es un lástima pues la Chef Sofía con mucha ilusión y esfuerzo abrió esta iniciativa."
450,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,Pésima atención no volveré nunca. Mala comida no vale lo que cobran. Al reclamar no hubo ninguna acción de parte de la administración.,Pésima atención no volveré nunca. Mala comida no vale lo que cobran. Al reclamar no hubo ninguna acción de parte de la administración.
451,"Latina, Mariscos, Internacional, Parrilla, Costarricense",negative,"Pedimos un ribeye 3/4 el cual estuvo muy bien.Aunque las guarniciones podrían mejorar.Lo que si me desanimo completamente fue la corvina mainiere que pedí.Ya que aparte de carecer de sabor proprio de la receta o sea una receta muy mala elaborada, lo que me llamo la atención poderosamente fue como lograron desmejorar esa proteína eligiendo margarina sobre la clásica mantequilla animal que debe usarse... es lamentable ver; como por un asunto de economía un restaurante decide engañar a sus clientes para ahorrarse unos pesos por un plato que considero además estaba bien cobrado.Espero que este comentario sirva para que analicen sus inventarios y valoren el poder de los ingredientes de calidad.Debo recalcar la amabilidad y el buen servicio del personal que nos atendió. ","Aunque las guarniciones podrían mejorar.Lo que si me desanimo completamente fue la corvina mainiere que pedí.Ya que aparte de carecer de sabor proprio de la receta o sea una receta muy mala elaborada, lo que me llamo la atención poderosamente fue como lograron desmejorar esa proteína eligiendo margarina sobre la clásica mantequilla animal que debe usarse... es lamentable ver; como por un asunto de economía un restaurante decide engañar a sus clientes para ahorrarse unos pesos por un plato que considero además estaba bien cobrado.Espero que este comentario sirva para que analicen sus inventarios y valoren el poder de los ingredientes de calidad.Debo recalcar la amabilidad y el buen servicio del personal que nos atendió. "
452,"China, Asiática",negative,Yo comí ahí y me intoxique con lo que comí...pedí una sopa wantan que era asquerosa...!! Deberían clausurar esos lugares chinos donde la higiene alimentaria es deplorable..!🤢🐀,Yo comí ahí y me intoxique con lo que comí...pedí una sopa wantan que era asquerosa...!! Deberían clausurar esos lugares chinos donde la higiene alimentaria es deplorable..!🤢🐀
453,"Costarricense, Estadounidense, Sudamericana, Centroamericana",negative,"Realmente pasamos porque siempre lo veiamos al ir a Punta Leona, pero decepcionante servicio. Pedimos como entrada un plato de patacones pero llegaron hasta despues de los platos fuertes. El mesero que nos atendió parecía que un favor nos hacía. La comida nada fuera de lo común. ","Realmente pasamos porque siempre lo veiamos al ir a Punta Leona, pero decepcionante servicio. Pedimos como entrada un plato de patacones pero llegaron hasta despues de los platos fuertes. El mesero que nos atendió parecía que un favor nos hacía. La comida nada fuera de lo común. "
454,"Peruana, Latina, Mariscos",negative,"Después de ver que habían sido galardonados con premios de mejores lugares para comer y con el mejor recuerdo de restaurantes de Lima, Cusco e Ica invité a mis amigos a realizar nuestra cena en este lugar.Los anticuchos muy ricos y como entrada prometían pero luego la cena se volvió decepcionante ya que el ceviche no tenía sabor a ají ni pusieron la salsa aparte, los platos de carne estaban duros e insípidos y además desgraciadamente llegamos un día en el que jugaba Perú un partido de fútbol por lo que los cocineros gritaban palabras altisonantes y que arruinaban la atmósfera del lugar a parte de tardar más de una hora en servirnos la cena.Una pena la verdad ya que el menú no convenció a mis amigos ni a mí y la cuenta salió demasiado cara para lo recibido.","Después de ver que habían sido galardonados con premios de mejores lugares para comer y con el mejor recuerdo de restaurantes de Lima, Cusco e Ica invité a mis amigos a realizar nuestra cena en este lugar.Los anticuchos muy ricos y como entrada prometían pero luego la cena se volvió decepcionante ya que el ceviche no tenía sabor a ají ni pusieron la salsa aparte, los platos de carne estaban duros e insípidos y además desgraciadamente llegamos un día en el que jugaba Perú un partido de fútbol por lo que los cocineros gritaban palabras altisonantes y que arruinaban la atmósfera del lugar a parte de tardar más de una hora en servirnos la cena.Una pena la verdad ya que el menú no convenció a mis amigos ni a mí y la cuenta salió demasiado cara para lo recibido."
455,"Italiana, Pizzería",negative,"Fui con mi familia a La Fabricca, el peor servicio que he recibido en mucho tiempo, con decir que duraron muchísimo en venir a pedirnos aunque fuese lo que queríamos tomar... y cuando lo hicieron, el mesero sin saludar se me queda viendo y simplemente nos dice ""vaya pidiendo..."" ... sin palabras!!!Una lástima la franquicia, porque así como en Plaza Lincoln Roberto atiende súper bien, en el Este es lamentable el servicio en Freses.","Fui con mi familia a La Fabricca, el peor servicio que he recibido en mucho tiempo, con decir que duraron muchísimo en venir a pedirnos aunque fuese lo que queríamos tomar... y cuando lo hicieron, el mesero sin saludar se me queda viendo y simplemente nos dice ""vaya pidiendo..."" ... sin palabras!!!Una lástima la franquicia, porque así como en Plaza Lincoln Roberto atiende súper bien, en el Este es lamentable el servicio en Freses."
456,"Salvadoreña, Costarricense",negative,"He intentando ir varias veces ya que queda muy cerca de mi oficina, sin embargo aunque la comida es buena, en hora de almuerzo el servicio es tan lento y deficiente que ha llegado al punto donde no amerita la espera y el disgusto.Los dueños deberían tratar de solventar este aspecto tan importante para un negocio.Sin duda es más rápido que llegar a Antiguo Cuscatlán, pero tampoco se compara el sabor y variedad con las que se pueden saborear allá.","He intentando ir varias veces ya que queda muy cerca de mi oficina, sin embargo aunque la comida es buena, en hora de almuerzo el servicio es tan lento y deficiente que ha llegado al punto donde no amerita la espera y el disgusto.Los dueños deberían tratar de solventar este aspecto tan importante para un negocio.Sin duda es más rápido que llegar a Antiguo Cuscatlán, pero tampoco se compara el sabor y variedad con las que se pueden saborear allá."
