,Tipo_Comida,Calificacion,Comentario,Calificacion_Comentario
835,Italiana,negative,visite casa pasta en noviembre del 2015 e horas de la noche ese día quería comer en algún lugar de precio intermedio o bajo y que la comida fuera relativamente rápida dado que fue un día largo de trabajo cuando iba pasando frente al restaurante vi la manta que publicita “siga disfrutando del 20 de descuento” y pensé que sería una buena opción tomando en cuenta el descuento la atención de los meseros fue deficiente pero justificable dado que eran únicamente dos personas atendiendo todo el local que estaba a mediana capacidad la música un poco alta aunque normal… las sillas y mesas en orden intensidad de luz ok en general un ambiente sencillo pero buenoordenamos una fetuccini al olio y una lasaña de carne que estuvieron normales ni buenos ni malos básicamente lo que esperábamos… mismos que tardaron 25 min en llegar digamos que un tiempo un poco pasado pero “razonable” considerando la cantidad de personas a la hora de pagar es donde empezó el problema la cuenta no incluía el ‘descuento’ del 20 que se ofrecía en la publicidad razón por la que le hice la observación al mesero quien se disculpó y me dijo que no era la primera persona que le reclamaba sobre eso mismo pero que no había dicho descuento dado que era una promoción vieja… mi disgusto no tardó en llegar obviamente dado que si es una promoción vieja no se debería de tener la publicidad procedí a hacer el reclamo con la administradora del local quien se limitó a decirme que era una pena pero que no podía hacer nada y que la manta estaba ahí pero que se especificaba que “aplicaban restricciones” y que ya la promoción había vencido mi reclamo inmediato fue que no indicaba fechas por lo que el argumento no era válido no hay que ser muy inteligente para darse cuenta que esto es claramente publicidad engañosa lo cual le hice saber pero su respuesta seca y desinteresada fue que iban a quitar la manta en los “próximos días” evidentemente esto no resolvía mi problema y aunque tuve que inclusive darle sugerencias de cómo resolver mi problema paralelamente al descuento que ofertan no hubo forma alguna de que la inoperante administradora del local diera una sola muestra de buen servicio al cliente… ¡un espantoso de trato razonamiento y desinterésde manera respetuosa le dije a la administradora de casa pasta que mi experiencia había sido muy pobre y me sentía engañado solo se limitó a responderme “que pena” seguidamente le pedí el nombre a la administradora quien dudando me dijo “karen”… a la salida cruce el camino con un mesero y le pregunte el nombre de esta señora y me dijo que era “karla rodríguez” ¿escuché mal no mi pareja escuchó que igualmente nos había dado otro nombre ni sé para qué realmente es una actitud infantil a la salida tomé la foto que adjunto… y para el record hace una semana pase frente al local nuevamente mitad de diciembre y la manta aún se mantiene en su lugar ¡increíble ni siquiera su palabra su compromiso de quitar la publicidad fue honrado este es un lugar realmente no es digno de su paladar dinero y mucho menos tiempo pd ahh y para rematar un resto de comida que nos queriamos llevar nos lo dieron en un estereofon de comida rapida metido en una bolsa de basura blanca grande,1
836,Italiana,negative,fui con los miembros de la familia un día y yo diría que su comida enlatada todo el camino y la calidad de la comida era pobre yo pagaría tanto para futbolín que puedes comprar en un supermercado en un,1
837,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,pésima atención no volveré nunca mala comida no vale lo que cobran al reclamar no hubo ninguna acción de parte de la administración,1
838,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,el servicio no es bueno la comida no lo que esperabamossi vas con alguna promocion te engañan y te cobran impuestos sobre impuestosno se puede confiar si tienes un presupuesto limitado,2
839,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,trato de ser objetivo y guardar las comparaciones pero en esta ocasión fue decepcionante si llegas con la expectativa muy alta puedes salir muy molesto aunque el servicio se esmera no llega a un alto nivel la calidad de los platos en relación al precio están muy dispares y no mantiene la calidadal final puede que sea una mal experiencia pero no creo que vuelva,2
840,"Peruana, Fusión, Gastropub",positive,muy buen lugar para cenar y disfrutar en pareja excelentes ofertas en vinos y cocina de calidad en mariscos y carnes,5
841,"Caribeña, Latina, Mariscos, Costarricense",positive,un lugar pequeño pero espectacular en cuanto a la comida todo recién hecho con un sabor exquisito vale la peña visitarlo,5
842,"Caribeña, Latina, Mariscos, Costarricense",positive,ambience muy acogedor bebidas naturales muy sabrosas y el ceviche sólo bueno se aprecia también bellas obras de arte muy originales con los temas gracias tere moreno por tu bella atención y de tu staff,5
843,"Caribeña, Latina, Mariscos, Costarricense",positive,¡acabo de comer en madfish con un amigo y estaba absolutamente delicioso algunos de los mejores ceviche que he probado ¡siempre y los jugos frescos tan bien que sentí la necesidad de hacer mi primera publicación en trip advisor para decirles a los demás que no deben perderse este lugar,5
844,Coreana,negative,entiendo que por la situación las condiciones no sean las óptimas pero no limpiaron la mesa todo mal acomodado las gyosas con cerdo tenía pellejos el arroz que sirven como guarnición no tiene sal y parecía añejo el pedido lo llevaron a otra mesa después desapareció y luego apareció de nuevo al parecer anduvo por varias mesas antes de llegar a la mesa de quien si lo ordenó platos desgastados y hastillados por la ubicación del restaurante deben preocuparse más por lo detalles nada que merezca recordarse y última vez que iremos,2
845,Coreana,negative,no es mi primera visita pero muy probablemente la última al menos si soy yo quien deba pagar la totalidad de la cuenta o una parte de ella explicaré por qué siempre me pareció que la comida no ameritaba lo que pagaba pero en fin un restaurante de moda en un lugar de moda y presentación vistosa esta vez domingo pasado fuimos cuatro personas a almorzar llegamos alrededor de la 100 luego de muchos meses me encuentro un restaurante muy desmejorado los pisos ya perdieron su limpieza y brillo ahora se ven empañados y feos el frasco de salsa en la mesa todo cubierto de huellas parecía que nunca hubiera sido limpiado el salonero hizo su trabajo pero nunca hizo conexión con nosotros como si no quisiera estar ahí como aburrido lo siento no es algo personal pedimos cerveza pineapple cooler egg roll hubo que cambiarlos por spring roll chicken lettuce wraps sweet sour pork mongolian beef crispy honey shrimp singapore street noddles cream cheese wontonsel egg roll promoción de 4 piezas vino nadando en aceite ver foto y la explicación pueril es que aunque lo escurren en el interior acumula mucho aceite y se mantiene chorreando así que ofrecieron cambiarlo por spring roll estuve de acuerdo en cambiarlo el mongolian beef comible pero ni fú ni fá el sweet sour pork con un rebozado excesivo al igual que el crispy honey shrimp que además no tenía nada de crujiente ambos platos insípidos y se destacaba solamente el sabor del rebozado el arroz blanco acompañante… seco muy seco frío y aspecto de estar hecho desde la madrugada apenas era alrededor de la 130los precios de las bebidas son absurdamente altoscomida corriente y servicio mediocre con precio premium,2
846,Coreana,positive,para celebrar un ocasión especial visitamos el restaurante por primera vez un ambiente muy acogedor buena música de fondo una variedad de platillos a escoger comida fusión deliciosa y por los precios dependiendo de su selección pero razonable para este tipo de restaurante de franquicia pero la atención del salonero chistopher fue admirable nos pregunto si era nuestra primer visita nos explico casi todo el menú y mantuvo una atención acorde a todo un profesional,5
847,Coreana,positive,vamos una o dos veces al mes a almorzar y siempre salimos contentos y satisfechos porque la comida es deliciosa aunque he visto que ya el servicio al cliente no es como al principio hay que estar llamando a los meseros varias veces para pedirles las cosas en vez de mantenerse estar cerca por si se necesitan eso sí lo recomiendo al 100,5
848,Coreana,positive,atencion excepcional comida excelente lugar extraordinario variedad de platillos y precios razonables,5
849,Coreana,positive,finalmente pudimos ir despues de intentarlo varias veces y no encontrar campola decoracion muy agradable el servicio de los meseros amable y profesional conocen bien el menu y si preguntas sobre un plato en particular lo describen bientodos los platos estaban sabrosos,4
850,Coreana,negative,debido a que un grupo de compañeros cumplían años y querían conocer decidimos ir un grupo de unas 15 personas nos ofrecieron un menú de 10 personas asegurándonos incluso que iba a quedar comida para llevar estuvimos de acuerdo sin embargo cuando empezaron a servir cada uno de los platos que incluía el combo estaban en uno solo incluyendo hasta el postre fue súper complicado pasar los platos por cada uno de los asistentes incluso algunos no probaron todos los platos e incluso al final estaba hasta fría sin embargo aún faltaba la cereza al pastel en esta visita al pagar la cuenta nos cobraron a los 15 cuando inflame te el menú era para 10 culminando con una visita que al final por mas que tratemos no se volverá a repetir,2
851,Coreana,positive,he estado en otros restaurantes de esta cadena pero este me parece superior al resto la relación precio calidad es perfecta y la atención impecable,4
852,Coreana,negative,fui a celebrar mi cumpleaños a las madres para dar una segunda oportunidad a este lugar porque me encanta pf changs en miami pero me quedé muy decepcionado la comida no sepan bien las porciones parecen pequeñas y el precio es muy alto para la calidad de la comida sin duda no volver,2
853,Coreana,negative,este era un buen restaurante cuando abrió después de haber estado allí varias veces nos quedamos con ganas de disfrutar de nosotros mismos pedimos carne de mongolia gambas con salsa de langosta y arroz frito normalmente compartir y todavía tiene algo de comida para llevar a casa nos decepcionó en el pequeñas raciones servidas y que estaba apenas tibia pedimos al camarero si algo había cambiado con las comidas nos dijeron que las porciones de carne pollo cerdo y gambas había sido reducido en un 30 por la administración los precios no se redujeron en un 30 usted no será satisfecho y le busca en sus platos vacíos todavía hambre comer antes de ir,2
